name,subtypes,phone,website,address,street,city,county,state,postal_code,latitude,longitude,rating,reviews,reviews_link,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photo,street_view,logo,business_status,working_hours,range,prices,booking_appointment_link,menu_link,about,description,verified,location_link,location_reviews_link,place_id,cid,reviews_id,slug,comunidad_autonoma,email,destacado,activo,prestaciones,descripcion,servicios,facilidades,accesibilidad
Tanatomascota,Funeraria,+34 983 50 98 13,https://tanatomascota.com/,"C. Pirita, 10, 47012 Valladolid","C. Pirita, 10",Valladolid,,Valladolid,47012,41.6230429,-4.7064545,4.9,63,https://search.google.com/local/reviews?placeid=ChIJVz9thzsTRw0RDujDkNcJ3Ko&q=*&authuser=0&hl=es&gl=ES,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 61}",1,0,0,1,61,https://lh3.googleusercontent.com/p/AF1QipM8lxyxU_1ecKpRu61Nrka0ez8VMoevLA3JJck5=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM8lxyxU_1ecKpRu61Nrka0ez8VMoevLA3JJck5=w1600-h1000-k-no,https://lh3.googleusercontent.com/-QQeM7BMVHEI/AAAAAAAAAAI/AAAAAAAAAAA/JcrrUxMwT3c/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""10:30-14:30"", ""martes"": ""10:30-14:30"", ""miércoles"": ""10:30-14:30"", ""jueves"": ""10:30-14:30"", ""viernes"": ""10:30-14:30"", ""sábado"": ""10:00-14:00"", ""domingo"": ""Cerrado""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aparcamiento adaptado para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/Tanatomascota/@41.6230429,-4.7064544999999995,14z/data=!4m8!1m2!2m1!1sTanatomascota!3m4!1s0xd47133b876d3f57:0xaadc09d790c3e80e!8m2!3d41.6230429!4d-4.7064544999999995","https://www.google.com/maps/place/Tanatomascota/@41.6230429,-4.7064544999999995,13.99z/data=!4m16!1m7!3m6!1s0xd47133b876d3f57:0xaadc09d790c3e80e!2sTanatomascota!8m2!3d41.6230429!4d-4.7064544999999995!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd47133b876d3f57:0xaadc09d790c3e80e!8m2!3d41.6230429!4d-4.7064544999999995!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJVz9thzsTRw0RDujDkNcJ3Ko,"1,23E+19","-6,14E+18",tanatomascota,Castilla y León,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aparcamiento adaptado para sillas de ruedas: Sí",,,,
Cresma Castellón tanatorio de mascotas,,+34 963 31 30 27,http://www.cresma.es/,"C. Cuadra Morteras, 11c, 12006 Castellón de la Plana, Castellón","C. Cuadra Morteras, 11c",Castellón de la Plana,,Castellón,12006,39.9777037,-0.078498,4.9,16,https://search.google.com/local/reviews?placeid=ChIJK04UWEz-Xw0R2EH3Lu_SY4E&q=*&authuser=0&hl=es&gl=ES,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 15}",0,0,0,1,15,https://lh3.googleusercontent.com/p/AF1QipPiTtGu74wIfAeoeUMQ5bS-2874zM_Bt-jGWb5Y=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPiTtGu74wIfAeoeUMQ5bS-2874zM_Bt-jGWb5Y=w1600-h1000-k-no,https://lh6.googleusercontent.com/-DlHeRw41sxg/AAAAAAAAAAI/AAAAAAAAAAA/T14jK0PBgvA/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,,,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aseo adaptado para sillas de ruedas"": true}, ""Servicios"": {""Aseos unisex"": true}}",,1,"https://www.google.com/maps/place/Cresma+Castell%C3%B3n+tanatorio+de+mascotas/@39.9777037,-0.078498,14z/data=!4m8!1m2!2m1!1sCresma+Castell%C3%B3n+tanatorio+de+mascotas!3m4!1s0xd5ffe4c58144e2b:0x8163d2ef2ef741d8!8m2!3d39.9777037!4d-0.078498","https://www.google.com/maps/place/Cresma+Castell%C3%B3n+tanatorio+de+mascotas/@39.9777037,-0.078498,13.99z/data=!4m16!1m7!3m6!1s0xd5ffe4c58144e2b:0x8163d2ef2ef741d8!2sCresma+Castell%C3%B3n+tanatorio+de+mascotas!8m2!3d39.9777037!4d-0.078498!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd5ffe4c58144e2b:0x8163d2ef2ef741d8!8m2!3d39.9777037!4d-0.078498!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJK04UWEz-Xw0R2EH3Lu_SY4E,"9,32E+18","-9,12E+18",cresma-castellon-tanatorio-de-mascotas,Comunidad Valenciana,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aseo adaptado para sillas de ruedas: Sí, Servicios: Aseos unisex: Sí",,,,
"Tanatorio de Mascotas en Barcelona ""Su Amor Deja Huella""","Servicio de cremación, Serveis funeraris per a animals de companyia, Funeraria",+34 613 15 15 58,https://crematoridemascotes.com/%3Futm_source%3Dgoogle%26utm_medium%3Dmy%2Bbusiness%26utm_campaign%3Dmy%2Bbusiness,"Carrer de l'Energia, 32, Sants-Montjuïc, 08038 Barcelona","Carrer de l'Energia, 32",Barcelona,Sants-Montjuïc,Barcelona,8038,41.3602572,2.1351688,5,32,https://search.google.com/local/reviews?placeid=ChIJG1kSODyZpBIRhuSgNymBImU&q=*&authuser=0&hl=es&gl=ES,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 31}",0,0,0,1,31,https://lh3.googleusercontent.com/p/AF1QipOn17thw78q996Gh8dTRRxfsgabTGjkO3A47oUd=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOn17thw78q996Gh8dTRRxfsgabTGjkO3A47oUd=w1600-h1000-k-no,https://lh5.googleusercontent.com/-SMOFARYhSqw/AAAAAAAAAAI/AAAAAAAAAAA/ILq_5hGrFos/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""9:00-18:00"", ""martes"": ""9:00-18:00"", ""miércoles"": ""9:00-18:00"", ""jueves"": ""9:00-18:00"", ""viernes"": ""9:00-18:00"", ""sábado"": ""9:00-18:00"", ""domingo"": ""9:00-18:00""}",,,,,"{""Opciones de servicio"": {""Ofrece asistencia en otros idiomas"": true}, ""Accesibilidad"": {""Acceso para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/Tanatorio+de+Mascotas+en+Barcelona+%22Su+Amor+Deja+Huella%22/@41.3602572,2.1351687999999998,14z/data=!4m8!1m2!2m1!1sTanatorio+de+Mascotas+en+Barcelona+%22Su+Amor+Deja+Huella%22!3m4!1s0x12a4993c3812591b:0x6522812937a0e486!8m2!3d41.3602572!4d2.1351687999999998","https://www.google.com/maps/place/Tanatorio+de+Mascotas+en+Barcelona+%22Su+Amor+Deja+Huella%22/@41.3602572,2.1351687999999998,13.99z/data=!4m16!1m7!3m6!1s0x12a4993c3812591b:0x6522812937a0e486!2sTanatorio+de+Mascotas+en+Barcelona+%22Su+Amor+Deja+Huella%22!8m2!3d41.3602572!4d2.1351687999999998!16s%2Fg%2F11ckvg1dmb!3m7!1s0x12a4993c3812591b:0x6522812937a0e486!8m2!3d41.3602572!4d2.1351687999999998!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJG1kSODyZpBIRhuSgNymBImU,"7,29E+18","7,29E+18","tanatorio-de-mascotas-en-barcelona-""su-amor-deja-huella""",Cataluña,,0,1,"Opciones de servicio: Ofrece asistencia en otros idiomas: Sí, Accesibilidad: Acceso para sillas de ruedas: Sí",,,,
mascarol,"Servicio de cremación, Funeraria, Planta incineradora",+34 937 13 22 70,https://www.tanatoridemascotes.com/ca/valles-mascarol,"Camí de la serra, 08213 Polinyà, Barcelona",Camí de la serra,Polinyà,,Barcelona,8213,41.5465646,2.1507939,4.8,564,https://search.google.com/local/reviews?placeid=ChIJu5rqW9G_pBIR3c_xS64YDzE&q=*&authuser=0&hl=es&gl=ES,"{""1"": 8, ""2"": 5, ""3"": 12, ""4"": 62, ""5"": 477}",8,5,12,62,477,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzv01l761xxwx0oUgHNBXwneCmcWhHmF3i3Wq57v5VKUczCnRwppZG2zt3H-LL2shZEtG4WdMrRRBbBlxJy2b2a6Q7zZ1zacdrDh1Svg6snPBOUduVJevy1bn0Cbz1kLDWIhjv=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzv01l761xxwx0oUgHNBXwneCmcWhHmF3i3Wq57v5VKUczCnRwppZG2zt3H-LL2shZEtG4WdMrRRBbBlxJy2b2a6Q7zZ1zacdrDh1Svg6snPBOUduVJevy1bn0Cbz1kLDWIhjv=w1600-h1000-k-no,https://lh4.googleusercontent.com/-5XziPvSuy2k/AAAAAAAAAAI/AAAAAAAAAAA/zVlWsOEcHF8/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""9:00-20:00"", ""martes"": ""9:00-20:00"", ""miércoles"": ""9:00-20:00"", ""jueves"": ""9:00-20:00"", ""viernes"": ""9:00-20:00"", ""sábado"": ""9:00-13:00"", ""domingo"": ""Cerrado""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aparcamiento adaptado para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/mascarol/@41.546564599999996,2.1507939,14z/data=!4m8!1m2!2m1!1smascarol!3m4!1s0x12a4bfd15bea9abb:0x310f18ae4bf1cfdd!8m2!3d41.546564599999996!4d2.1507939","https://www.google.com/maps/place/mascarol/@41.546564599999996,2.1507939,13.99z/data=!4m16!1m7!3m6!1s0x12a4bfd15bea9abb:0x310f18ae4bf1cfdd!2smascarol!8m2!3d41.546564599999996!4d2.1507939!16s%2Fg%2F11ckvg1dmb!3m7!1s0x12a4bfd15bea9abb:0x310f18ae4bf1cfdd!8m2!3d41.546564599999996!4d2.1507939!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJu5rqW9G_pBIR3c_xS64YDzE,"3,54E+18","3,54E+18",mascarol,Cataluña,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aparcamiento adaptado para sillas de ruedas: Sí",,,,
Arco Iris Pets Barcelona - Incinerar mascotas,Serveis funeraris per a animals de companyia,+34 936 94 05 17,https://arcoirispets.com/incineracion-mascotas-barcelona/,"Carrer de los Castillejos, 296, Eixample, 08025 Barcelona","Carrer de los Castillejos, 296",Barcelona,Eixample,Barcelona,8025,41.4082084,2.1762686,,,,,,,,,,https://lh3.googleusercontent.com/p/AF1QipN63pFO2sT4n8x6OIX6O3INmLxoq5lL6H2aQWdv=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipN63pFO2sT4n8x6OIX6O3INmLxoq5lL6H2aQWdv=w1600-h1000-k-no,https://lh5.googleusercontent.com/-hi9ZjR00cPA/AAAAAAAAAAI/AAAAAAAAAAA/zd2oivIg6x4/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,"{""Información proporcionada por la empresa"": {""Se identifica como de propietarias mujeres"": true}, ""Opciones de servicio"": {""Ofrece asistencia en otros idiomas"": true}, ""Accesibilidad"": {""Acceso para sillas de ruedas"": true}, ""Other"": {""Se identifica como de propietarias mujeres"": true}}",,1,"https://www.google.com/maps/place/Arco+Iris+Pets+Barcelona+-+Incinerar+mascotas/@41.4082084,2.1762685999999998,14z/data=!4m8!1m2!2m1!1sArco+Iris+Pets+Barcelona+-+Incinerar+mascotas!3m4!1s0x12a4a3e737736dd1:0xa46dc2906cc9bdad!8m2!3d41.4082084!4d2.1762685999999998","https://www.google.com/maps/place/Arco+Iris+Pets+Barcelona+-+Incinerar+mascotas/@41.4082084,2.1762685999999998,13.99z/data=!4m16!1m7!3m6!1s0x12a4a3e737736dd1:0xa46dc2906cc9bdad!2sArco+Iris+Pets+Barcelona+-+Incinerar+mascotas!8m2!3d41.4082084!4d2.1762685999999998!16s%2Fg%2F11ckvg1dmb!3m7!1s0x12a4a3e737736dd1:0xa46dc2906cc9bdad!8m2!3d41.4082084!4d2.1762685999999998!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ0W1zN-ejpBIRrb3JbJDCbaQ,"1,18E+19",,arco-iris-pets-barcelona--incinerar-mascotas,Cataluña,,0,1,"Información proporcionada por la empresa: Se identifica como de propietarias mujeres: Sí, Opciones de servicio: Ofrece asistencia en otros idiomas: Sí, Accesibilidad: Acceso para sillas de ruedas: Sí, Other: Se identifica como de propietarias mujeres: Sí",,,,
Funeraria Provincial de Mascotas,Funeraria,+34 676 45 95 01,http://www.funerariademascotas.com/,"Av. Ntra. Sra. del Pilar, 39, 22400 Monzón, Huesca","Av. Ntra. Sra. del Pilar, 39",Monzón,,Huesca,22400,41.9106727,0.1892889,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9hc539lSbBTiUlCst2RUmQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=143.51643&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/p/AF1QipMELrroyvtEfmqEiFVgAiprKUZjrgaAx72ecyLS=w1600-h1000-k-no,https://lh4.googleusercontent.com/-VYVOo_VyHgE/AAAAAAAAAAI/AAAAAAAAAAA/Y4nEi1-O4-0/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aparcamiento adaptado para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/Funeraria+Provincial+de+Mascotas/@41.9106727,0.18928889999999998,14z/data=!4m8!1m2!2m1!1sFuneraria+Provincial+de+Mascotas!3m4!1s0x12a777d506fd150f:0xae8ba253183e8dbf!8m2!3d41.9106727!4d0.18928889999999998","https://www.google.com/maps/place/Funeraria+Provincial+de+Mascotas/@41.9106727,0.18928889999999998,13.99z/data=!4m16!1m7!3m6!1s0x12a777d506fd150f:0xae8ba253183e8dbf!2sFuneraria+Provincial+de+Mascotas!8m2!3d41.9106727!4d0.18928889999999998!16s%2Fg%2F11ckvg1dmb!3m7!1s0x12a777d506fd150f:0xae8ba253183e8dbf!8m2!3d41.9106727!4d0.18928889999999998!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJDxX9BtV3pxIRv40-GFOii64,"1,26E+19",,funeraria-provincial-de-mascotas,Aragón,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aparcamiento adaptado para sillas de ruedas: Sí",,,,
Tanatorio de Mascotas | San Antón,"Servicio de cremación, Cementerio de mascotas, Tienda de productos para mascotas",+34 659 55 50 89,https://tanatoriodemascotassananton.com/%3Futm_source%3Dgoogle%26utm_medium%3Dclic%26utm_campaign%3Dgoogle_maps,"Cam. de Herrera, S/N, 47193 Cistérniga, Valladolid","Cam. de Herrera, S/N",Cistérniga,,Valladolid,47193,41.6023668,-4.6841371,5,102,https://search.google.com/local/reviews?placeid=ChIJVVjipUMTRw0RYJ-jgSFT_Lg&q=*&authuser=0&hl=es&gl=ES,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 101}",0,0,0,1,101,https://lh3.googleusercontent.com/p/AF1QipOZE2YeXKMMvEnNgn4kHR7DJK5HRCwtBmMRZIJ3=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOZE2YeXKMMvEnNgn4kHR7DJK5HRCwtBmMRZIJ3=w1600-h1000-k-no,https://lh4.googleusercontent.com/-mD5EAUJGGEQ/AAAAAAAAAAI/AAAAAAAAAAA/n0JHPoTOawI/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""10:00-14:00"", ""martes"": ""10:00-14:00"", ""miércoles"": ""10:00-14:00"", ""jueves"": ""10:00-14:00"", ""viernes"": ""10:00-14:00"", ""sábado"": ""10:00-13:00"", ""domingo"": ""Cerrado""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aparcamiento adaptado para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/Tanatorio+de+Mascotas+%7C+San+Ant%C3%B3n/@41.6023668,-4.6841371,14z/data=!4m8!1m2!2m1!1sTanatorio+de+Mascotas+%7C+San+Ant%C3%B3n!3m4!1s0xd471343a5e25855:0xb8fc532181a39f60!8m2!3d41.6023668!4d-4.6841371","https://www.google.com/maps/place/Tanatorio+de+Mascotas+%7C+San+Ant%C3%B3n/@41.6023668,-4.6841371,13.99z/data=!4m16!1m7!3m6!1s0xd471343a5e25855:0xb8fc532181a39f60!2sTanatorio+de+Mascotas+%7C+San+Ant%C3%B3n!8m2!3d41.6023668!4d-4.6841371!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd471343a5e25855:0xb8fc532181a39f60!8m2!3d41.6023668!4d-4.6841371!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJVVjipUMTRw0RYJ-jgSFT_Lg,"1,33E+19","-5,12E+18",tanatorio-de-mascotas-san-anton,Castilla y León,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aparcamiento adaptado para sillas de ruedas: Sí",,,,
Anubis Crematorio de mascotas,Servicio de cremación,+34 625 02 84 95,http://www.anubiscrematorio.com/,"Poligono industrial de la vega, C. Dehesa del Campo, nave 8, 13160 Torralba de Calatrava, Ciudad Real","Poligono industrial de la vega, C. Dehesa del Campo, nave 8",Torralba de Calatrava,,Ciudad Real,13160,39.0042463,-3.7491482,4.9,48,https://search.google.com/local/reviews?placeid=ChIJT_dtJ8vfaw0Rd_XwSFzW7Aw&q=*&authuser=0&hl=es&gl=ES,"{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 1, ""5"": 45}",1,0,1,1,45,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysG9EaZ88tX3kjnTZ0v10X7ARC3yt2joe3Wy01JyPTy3XNTYPw2P03qZpZ1G-885YMa0IQPgEarujYWpOQa76P4CM2IwxOM9PfRZDjBdKCrgu5U9EoI3SnYBRRzunK9Xnz6sWu=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysG9EaZ88tX3kjnTZ0v10X7ARC3yt2joe3Wy01JyPTy3XNTYPw2P03qZpZ1G-885YMa0IQPgEarujYWpOQa76P4CM2IwxOM9PfRZDjBdKCrgu5U9EoI3SnYBRRzunK9Xnz6sWu=w1600-h1000-k-no,https://lh5.googleusercontent.com/-Qwvxtdz7A0c/AAAAAAAAAAI/AAAAAAAAAAA/w7qzb_kk9a4/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""10:00-14:00"", ""martes"": ""Cerrado"", ""miércoles"": ""10:00-14:00"", ""jueves"": ""Cerrado"", ""viernes"": ""10:00-14:00"", ""sábado"": ""10:00-13:00"", ""domingo"": ""Cerrado""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aparcamiento adaptado para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/Anubis+Crematorio+de+mascotas/@39.0042463,-3.7491482,14z/data=!4m8!1m2!2m1!1sAnubis+Crematorio+de+mascotas!3m4!1s0xd6bdfcb276df74f:0xcecd65c48f0f577!8m2!3d39.0042463!4d-3.7491482","https://www.google.com/maps/place/Anubis+Crematorio+de+mascotas/@39.0042463,-3.7491482,13.99z/data=!4m16!1m7!3m6!1s0xd6bdfcb276df74f:0xcecd65c48f0f577!2sAnubis+Crematorio+de+mascotas!8m2!3d39.0042463!4d-3.7491482!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd6bdfcb276df74f:0xcecd65c48f0f577!8m2!3d39.0042463!4d-3.7491482!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJT_dtJ8vfaw0Rd_XwSFzW7Aw,"9,31E+17","9,31E+17",anubis-crematorio-de-mascotas,Castilla-La Mancha,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aparcamiento adaptado para sillas de ruedas: Sí",,,,
"Huella Amiga Terrassa - Cremación de mascotas: Perros, gatos, aves y más",Serveis funeraris per a animals de companyia,+34 937 37 26 97,https://huellaamiga.net/barcelona/incineracion-mascotas-terrassa,"Carrer de Severo Ochoa, 202, 08224 Terrassa, Barcelona","Carrer de Severo Ochoa, 202",Terrassa,,Barcelona,8224,41.5621261,2.0011717,5,1,https://search.google.com/local/reviews?placeid=ChIJN7e7s7yTpBIRhJe0NjJuWEw&q=*&authuser=0&hl=es&gl=ES,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}",0,0,0,0,1,https://lh3.googleusercontent.com/p/AF1QipMVdhjPnky2Xm1YgxTqMvycv3iCqoCc6SSnLFdT=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMVdhjPnky2Xm1YgxTqMvycv3iCqoCc6SSnLFdT=w1600-h1000-k-no,https://lh5.googleusercontent.com/-Oh0YLtdaWss/AAAAAAAAAAI/AAAAAAAAAAA/i6n7m9y4Jmw/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,"{""Clientela"": {""Amigable con la comunidad LGTBI+"": true, ""Espacio seguro para personas transgénero"": true}, ""Other"": {""Amigable con la comunidad LGTBI+"": true}}",,1,"https://www.google.com/maps/place/Huella+Amiga+Terrassa+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s/@41.5621261,2.0011717,14z/data=!4m8!1m2!2m1!1sHuella+Amiga+Terrassa+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s!3m4!1s0x12a493bcb3bbb737:0x4c586e3236b49784!8m2!3d41.5621261!4d2.0011717","https://www.google.com/maps/place/Huella+Amiga+Terrassa+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s/@41.5621261,2.0011717,13.99z/data=!4m16!1m7!3m6!1s0x12a493bcb3bbb737:0x4c586e3236b49784!2sHuella+Amiga+Terrassa+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s!8m2!3d41.5621261!4d2.0011717!16s%2Fg%2F11ckvg1dmb!3m7!1s0x12a493bcb3bbb737:0x4c586e3236b49784!8m2!3d41.5621261!4d2.0011717!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJN7e7s7yTpBIRhJe0NjJuWEw,"5,50E+18","5,50E+18",huella-amiga-terrassa--cremacion-de-mascotas-perros-gatos-aves-y-mas,Cataluña,,0,1,"Clientela: Amigable con la comunidad LGTBI+: Sí, Espacio seguro para personas transgénero: Sí, Other: Amigable con la comunidad LGTBI+: Sí",,,,
"Huella Amiga Badalona - Cremación de mascotas: Perros, gatos, aves y más",Serveis funeraris per a animals de companyia,+34 937 37 26 97,https://huellaamiga.net/barcelona/incineracion-mascotas-sabadell,"C/ Temple, 20, Gràcia, 08911 Badalona, Barcelona","C/ Temple, 20",Badalona,Gràcia,Barcelona,8911,41.4021849,2.1679799,5,1,https://search.google.com/local/reviews?placeid=ChIJldx-7U27pBIRWepVUIvGSuo&q=*&authuser=0&hl=es&gl=ES,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}",0,0,0,0,1,https://lh3.googleusercontent.com/p/AF1QipM8YiwAuDH0PKAkIk0xWtBBgLDD7I5KXCGBSWa3=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM8YiwAuDH0PKAkIk0xWtBBgLDD7I5KXCGBSWa3=w1600-h1000-k-no,https://lh4.googleusercontent.com/-2ocOHuQuLys/AAAAAAAAAAI/AAAAAAAAAAA/dda9cQ-MSo0/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,"{""Clientela"": {""Amigable con la comunidad LGTBI+"": true, ""Espacio seguro para personas transgénero"": true}, ""Other"": {""Amigable con la comunidad LGTBI+"": true}}",,1,"https://www.google.com/maps/place/Huella+Amiga+Badalona+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s/@41.402184899999995,2.1679798999999997,14z/data=!4m8!1m2!2m1!1sHuella+Amiga+Badalona+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s!3m4!1s0x12a4bb4ded7edc95:0xea4ac68b5055ea59!8m2!3d41.402184899999995!4d2.1679798999999997","https://www.google.com/maps/place/Huella+Amiga+Badalona+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s/@41.402184899999995,2.1679798999999997,13.99z/data=!4m16!1m7!3m6!1s0x12a4bb4ded7edc95:0xea4ac68b5055ea59!2sHuella+Amiga+Badalona+-+Cremaci%C3%B3n+de+mascotas%3A+Perros%2C+gatos%2C+aves+y+m%C3%A1s!8m2!3d41.402184899999995!4d2.1679798999999997!16s%2Fg%2F11ckvg1dmb!3m7!1s0x12a4bb4ded7edc95:0xea4ac68b5055ea59!8m2!3d41.402184899999995!4d2.1679798999999997!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJldx-7U27pBIRWepVUIvGSuo,"1,69E+19","-1,56E+18",huella-amiga-badalona--cremacion-de-mascotas-perros-gatos-aves-y-mas,Cataluña,,0,1,"Clientela: Amigable con la comunidad LGTBI+: Sí, Espacio seguro para personas transgénero: Sí, Other: Amigable con la comunidad LGTBI+: Sí",,,,
